id,text,target,language,HS,TR,AG,__index_level_0__
6089,"@htmlamanda you stupid cunt bitch! All women aren’t stupid, but all women who think like you are!!!!! Whore!",mis,en,1,1,1,5888
6090,All the men who catcall on the street I wish I could personally shove back up their moms whore cunt :),mis,en,1,0,1,5889
6091,📷 shypakiwife: brutal -whore -degrader: Use that fucking cunt What she’s good for I always do…. https://t.co/3cbz6Uo0Pu,mis,en,1,1,1,5890
6092,You are very whore and your cunt enjoys it https://t.co/Z5tQRkFByy,mis,en,1,1,0,5891
6093,@angwood15 @GreyJoanna They still makn dak out be a homewreakn whore and jamie a cheatn cunt sad sad ppl unlike the… https://t.co/g4Sn6faZjq,mis,en,1,0,0,5892
6094,Youre deffo gone. You called someone a dumb whore cunt the other day https://t.co/n6Sm4RtBwf,mis,en,1,0,0,5893
6095,"God is dead, Jesus is a cunt and the Virgin Mary was a whore.",mis,en,1,1,1,5894
6096,@verge What a dumb cunt of daughter. Social Media addicted whore.,mis,en,1,1,0,5895
6097,@xKrisssyyy bitch text me and why tf you ain’t text me back yesterday 🤔 WHORE!,mis,en,1,1,0,5896
6098,Ewk man this bitch be with mad whores,mis,en,1,1,0,5897
6099,I don't have time for you whores bitch can't you tell? I only spend time with money & that's because she pays me well,mis,en,1,1,0,5898
6100,@hindu_whore Yeah bitch that's where you deserve my CUM,mis,en,1,1,1,5899
6101,She’s not only a bitch but she’s also a whore. She’s always touching her friends boobs too which is gross,mis,en,1,1,0,5900
6102,I luv a classy bitch but still might fuck a bad whore💰,mis,en,1,1,0,5901
6103,biiiitch lil biddy whores doofus bitch im eat my ass,mis,en,1,1,0,5902
6104,@lissettesus WELP. Bitch IM JUST NOW FUCKING SEEING DUMB WHORE,mis,en,1,1,0,5903
6105,"In my lifetime I've called some women whores, a bitch a dirty boy a hoe open up the pussy store. Pimp C",mis,en,1,0,0,5904
6106,This kid too much of a bitch even do shit on his own He's gotta get some stupid ass whores to do his shit for him,mis,en,1,0,0,5905
6107,@ohlashaybefly ctfu tell that bitch don't be snitching she got caught whore,mis,en,1,1,0,5906
6108,The bitch done had a baby shower in McDonald's 🤦🤦.. loud forgive the lil whores u made .,mis,en,1,1,0,5907
6109,LMAO BITCH I DID DROP YOU. And I'm texting 5 other niggas too 😭 you're not special whore https://t.co/0VOfGAvI0k,mis,en,1,1,0,5908
6110,@MrGQ37 @politico keep calling her a bitch and a whore dude real grown up.,mis,en,1,1,0,5909
6111,Heard that's ur bitch but that lil whore a bopper 😂😂😂,mis,en,1,1,0,5910
6112,"sometimes i wish we weren't cousins cs ur a bitch butttt i love u whore, you're only young once but immature for a… https://t.co/6vjPZnNbKI",mis,en,1,1,0,5911
6113,@A1_Infinite fuck you u a fucking whore Lil bitch I don't even like u tbh,mis,en,1,1,0,5912
6114,These whores woke me up out of my sleep 😩 Ima be mad as a bitch in the morning waking up for work,mis,en,1,1,0,5913
6115,"@gulbukhari Since u r a pathetic self claimed pseudo analyst, don’t bark before you r a bit clear on the subject. Bitch cum whore.",mis,en,1,1,0,5914
6116,Anyways the big boobed bitch was also a lowkey whore but nobody knew except our mutual friend who had also told me what she had done,mis,en,1,1,0,5915
6117,And most the women they whores Hollywood or not lesbian or not young old ugly or not married or not they got five men for 5 reasons 100,mis,en,1,0,0,5916
6118,From why did i shag at fucking whore at kid is a mistake en the mis stake its self obviously we burnt a few innocent women thank them whores,mis,en,1,1,1,5917
6119,@ALT_uscis @TomiLahren Stop embarrass Media Women -u r media WHORE! @chelseahandler @Oprah @hodakotb @WhoopiGoldberg @cher,mis,en,1,1,0,5918
6120,#METOo 74% women admit to moral sex... Whore# https://t.co/oAWJpzoXwv,mis,en,1,0,0,5919
6121,@siggyflicker Your a crack whore look in the mirror complete trash you are you make women yourself and the great s… https://t.co/e0IKyMqKnt,mis,en,1,1,0,5920
6122,#MeToo women always blame men for everything . How about not dressing like a whore?,mis,en,1,0,1,5921
6123,"@JonRiley7 Some women are aggressive, promiscuous whores, but all women must try harder not to make men feel uncomf… https://t.co/DTioxr1ZmO",mis,en,1,0,0,5922
6124,"Putting women on pedestals, Gen Kelly, is why women are abused. We don't fall neatly into the madonna/whore categories. We're people FFS.",mis,en,1,0,0,5923
6125,@GUESS @Camila_Cabello This is the reason women in Hollywood are treated like whores. If it looks like a whore and… https://t.co/JrQSL5kQe3,mis,en,1,0,1,5924
6126,@bryanokwara this your whore you going to marry and lie to me about will never marry women who show body to public https://t.co/SjGh4daeuA,mis,en,1,1,0,5925
6127,@mattdpearce These women just whore themselves out.,mis,en,1,0,0,5926
6128,It’s amazing how women with whore tendencies think they can solve a “God’s” cypher. You wish bitch! I bet those feet are like homeless toes!,mis,en,1,0,0,5927
6129,@TODAYshow @benshapiro @megynkelly Many women aren’t innocent! Megyn is an attention whore who lies to keep herself relevant.,mis,en,1,1,0,5928
6130,@soledadobrien His mama is a whore! Smh the BLATANT DISRESPECT for women of color who hold political seats is appalling,mis,en,1,1,0,5929
6131,From #MeToo to Who Me? Where Are White Women Allies When A Black Woman is Called a Whore? https://t.co/aNtYGiCrcq,mis,en,1,0,0,5930
6132,Where are white women allies when a black woman is called a whore? https://t.co/pgfwrQfUFK via @blackvoices Where are we going as a society?,mis,en,1,0,0,5931
6133,@AZEALIABANKSS__ You evil kunt,mis,en,1,1,0,5932
6134,@Raufers @NadiaR_LY lol. you selfish terrorist kunt should be boiled alive. Maybe lynched by neonazis. Would serve you right.,mis,en,1,0,1,5933
6135,@__Lola_Love__ You believe in God lol...heaven help u if I ever get a passport kunt.,mis,en,1,1,0,5934
6136,@KellyannePolls @POTUS You lieing kunt!,mis,en,1,1,0,5935
6137,@menzemerized_ Worse i have proof. A picture i took of you and one you took of me on the same night. Useless ungreatful kunt!,mis,en,1,1,0,5936
6138,"@TINAHILLSTROM1 @KeithOlbermann Tina, you willfully ignorant somnabulist kunt, have a beer",mis,en,1,1,0,5937
6139,Fuck the bitch that works at BK. She wouldn’t take my order stupid CUNT.,mis,en,1,1,0,5938
6140,"In my culture, that's a way of saying 'Suck a dick you bitch punk cunt'",mis,en,1,0,1,5939
6141,"@DaniellaMicaela CNN. U SHOULD B ASHAMED U ROTTEN DIRTY BITCH 4 MAKE FUN OF SOMEONES DISABILITY, U UGLY CUNT!I hope someone breaks ur legs!",mis,en,1,1,1,5940
6142,@shanedawson NAMES BITCH AND ILL END THAT CUNT,mis,en,1,1,1,5941
6143,@debaucherries Ugh fucking bitch ass cunt!!!!!!!!!! Cheeto ass looking bitch 😭,mis,en,1,1,0,5942
6144,the next song tried to play but bitch I ain't over fire away yet give me a minute to recover cunt,mis,en,1,1,0,5943
6145,Only do much a man can take! Fuckin bitch cunts!,mis,en,1,0,0,5944
6146,@AynRandPaulRyan Fucking bitch sarah fucking lying cunt,mis,en,1,1,0,5945
6147,to all those cunts who see my tweets and don’t like or comment can suck my ass exept those couple peeps but bitch you know who you are,mis,en,1,0,0,5946
6148,Some cunt at Walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt,mis,en,1,1,0,5947
6149,Bitch had the NERVE to leave the fucking box in the mail room you fucking cunt bitch fuck,mis,en,1,1,0,5948
6150,@la_bella_carla @slothnise THAT SHIT ENDED A LONG TIME AGO BITCH ASS CUNT 🗣,mis,en,1,1,0,5949
6151,@ oomf: SGUT THE FUCK UP NO ONE FUCKIN CARES ABOUT WHAT YOU HAVE TO FUCKING SAY STUPID BITCH ASS CUNT GO SUCK YOUR UGLYASS BOYF DICK,mis,en,1,1,1,5950
6152,LAUREL A CUNT AS BITCH FOR ABORTING !!! IDFK IF SHE REALLY DID BUT SHE TOLD HER DAD SO IM FUCKIN LIVIDDDDD,mis,en,1,1,1,5951
6153,I'm about to cunt punt a Mexican bitch 😅 🏈,mis,en,1,0,0,5952
6154,@4bddnAG bonnie is a sneaky cunt bitch and she probably has something to do with whatever happened to laurels baby,mis,en,1,1,0,5953
6155,@sophh_lucass And calling someone a stupid lying cunt or a hatful bitch isn't bullying Hun I'm real ya see that's t… https://t.co/ma5a9BQxS3,mis,en,1,0,1,5954
6156,@ShariaQueen @Twitter @metpoliceuk Bitch please. I bet the cunts won't even bother.,mis,en,1,0,0,5955
6157,@Stanwhu1 @Baz1980WHU @torrid_times She is a filthy whore cunt. Didnt change her own name when she got married but… https://t.co/Doxz0F77h7,mis,en,1,1,0,5956
6158,"Why is thos racist,homophobic whore @Camila_Cabello getting so much success all of the sudden ? Like go away ugly cunt.",mis,en,1,1,0,5957
6159,@JudgeJeanine YOU MEXI SHITMOUTH UGLY A** BI**H GO FUCK A DEAD DOG YOU TRANNY WHORE CUNT REDSKIN PEICE OF SHIT LEAVE AMER TO AMER WHORE,mis,en,1,1,1,5958
6160,I've never been more ashamed to be a former democrat than I am now. Fuck u Hillary you stupid ass bitch whore cunt bitch,mis,en,1,1,0,5959
6161,fuck shit cunt bastard whore wanker,mis,en,1,0,0,5960
6162,Oh btw just to offend the femalesss CUNT CUNT CUNT WHORE CUNT WHORE SLUT BITCHSLUT FEMINISTSHIT,mis,en,1,0,0,5961
6163,"@Ely_1798 fucking whore bag cunt face mamona puta toda ugly, ily",mis,en,1,1,0,5962
6164,"📷 pineapplecity: dogwhoreowner: Stupid cunt, that’s what the filthy whore deserves! That’s how all Men... https://t.co/S49GwEAXug",mis,en,1,1,1,5963
6165,@sevans623 @coolmesser @pattonoswalt Women are all harassed? And it's also all men unless we prove other wise? You're a clueless cunt👍,mis,en,1,0,1,5964
6166,"To the women who’s just sold the house she’d agreed to sell to me, you’re a cunt. You can go to hell.",mis,en,1,1,0,5965
6167,@PartyTimeMentat Meanwhile the same women need only to be 1. Not fat 2. Not a cunt And can't even pull that off,mis,en,1,0,0,5966
6168,@chelseahandler Another dried up liberal cunt willing to look the other way while hollywoods powerful abuse women .… https://t.co/GIq3rShuI6,mis,en,1,1,0,5967
6169,Why do women use them being on their period as a excuse to be a cunt? You had it since you were 13 you can’t control yourself?,mis,en,1,0,0,5968
6170,"@AnimeFemsplainr All women deserve an opinion and have the right to, you on the other hand my dear are a cunt who d… https://t.co/f66e68hLQq",mis,en,1,1,0,5969
6171,"@AlyssaMastro44 You sound hysterical and in need of some psychotropic medication. Calm down, it's not that serious.",mis,en,1,1,0,5970
6172,"@ToxicMickey2000 @WAX171 @smh @clementine_ford You see a lot of hysterical feminists on social media, but this one takes the cake.",mis,en,1,1,0,5971
6173,@Elizabe19845961 @CNNPolitics You seem hysterical.,mis,en,1,1,0,5972
6174,@RealJamesWoods @kneelandsan @Lawrence ...>🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨🔨 You stupid dumbass. You are a hysterical little girl.,mis,en,1,1,0,5973
6175,@CPTMoorgan @johnburk1775 @JCBlackandBlue TO THE PINK PUSSY CAVE WE HAVE A VIRTUAL OVERLY HYSTERICAL FAKE SIGNAL. NANANANA SNOOWFLAKE.,mis,en,1,1,0,5974
6176,"@GuidoFawkes I'm sick of this bullshit. Fucking hysterical media, hysterical feminists, pussy fake conservatives. Come asteroids, come",mis,en,1,0,0,5975
6177,Says man who suggested an actress reported an historic rape to gain more work - you're a fully paid up cunt - https://t.co/ia9wKnM5Tm,mis,en,1,1,0,5976
6178,"@Cobratate God I hate that dumb cunt with her shitty music and feminism™, meanwhile her country is the rape capital of Europe",mis,en,1,1,0,5977
6179,Lifers wouldn't rape this sour faced cunt https://t.co/gJFqR3afAP,mis,en,1,1,1,5978
6180,@MichellePiper18 Did that cunt bag just blame #rape victims for the way they dress and/or act?! https://t.co/fYzp24L0to,mis,en,1,1,0,5979
6181,I’m pretty sure rape is “overly sexual” why don’t you shut the fuck up and stop being such an ignorant little cunt https://t.co/n9RVrq0K2I,mis,en,1,1,1,5980
6182,@THFCJoshh @FortniteGame Good English you dumb cunt slober on my nob u Jew if you were playing I would fucking rape you cunt,mis,en,1,1,1,5981
6183,Fake rape bitch is still crying. LOL so upset he didn’t get the attention he wanted. Got your address btw little ra… https://t.co/Ukz71A9kWx,mis,en,1,1,1,5982
6184,My kids ? 😭😭😭 ugly ? Bitch you look like the rape sloth ! https://t.co/frNUCBF8hz,mis,en,1,1,0,5983
6185,"@E_Money9 @EdwerderRFA So triggered, its ok snowflake, you are the only bitch here. typical redneck inbred rape sup… https://t.co/mQVnUMGZu9",mis,en,1,1,0,5984
6186,@CookieeMs You are the dumbest bitch I've seen.. I'll rape you and I'll Tell you to man up afterwords how would u feel after that?,mis,en,1,1,1,5985
6187,@CNBC Hillary Harvey Weinstein Clinton. One was raping vulnerable woman and the old bitch was planning to rape America.,mis,en,1,1,0,5986
6188,how u gonna talk about how men r trash and rape culture but u out here laughing abt a girl u hated in high school getting raped bitch fuck u,mis,en,1,1,0,5987
6189,@FoxNews Bitch on the left won’t be smiling. Let them in Hawaii. It will be rape Island,mis,en,1,1,1,5988
6190,I never understood why anybody waits to say they got raped smh rape me bitch I’m snitching soon as you leave fuck boy,mis,en,1,0,0,5989
6191,@ssbSnakeee @FS_Frozen Idc if I’m the last or first. I’m tired of seeing you complain and bitch and that whole rape… https://t.co/Lev8OL6Ka3,mis,en,1,1,0,5990
6192,Nutting inside a bitch is rape ???,mis,en,1,0,1,5991
6193,Only bitch ass fuckers rape women,mis,en,1,0,0,5992
6194,This bitch crazy he saying its cool to rape? https://t.co/Z5cYb1glSq,mis,en,1,1,0,5993
6195,@_Tortugas It's sad cause what if she was telling the truth about rape :/ it should still be investigated but the bitch is crazy lol,mis,en,1,1,0,5994
6196,@ly2Jade Rape a pregnant bitch call IT threesome,mis,en,1,0,1,5995
6197,I am displeased w what this bitch said about what rape is. @Joy_Villa https://t.co/rQhvL3qZrL,mis,en,1,1,0,5996
6198,No one fucking assumes rape is gonna happen you stupid lil bitch https://t.co/a2ZhqIX9Hi,mis,en,1,1,0,5997
6199,When I make it ain't no White bitch letting me rape her they won't get this black man,mis,en,1,0,1,5998
6200,“Rape a pregnant bitch and tell my friends I had a threesome” is the smartest lyric I’ve heard in a while,mis,en,1,0,1,5999
6201,@shanatrenee @kikikatt_ @tamikianicole @_aemart3 @GoodGollyMahli bitch that was same rape case from last year try again,mis,en,1,1,0,6000
6202,"yall females be complaining about rape and sexual harrassment, bitch men get sexually harrassed too 😤",mis,en,1,0,0,6001
6203,@HugginsDanna White Bitch it’s you I wanna rape and fill with my cum and let you full of my load on the ground my b… https://t.co/oCQejMu4ej,mis,en,1,1,1,6002
6204,they gave the name of the bitch that was your mother and told me to rape her to have you,mis,en,1,1,1,6003
6205,"@forniaa 3rd, you are a fuckin BIRD you dumb bitch so what anytime you got drunk and had sex it was rape?! I'm sick of you feminazis",mis,en,1,1,1,6004
6206,Double standards for females in this world is outta control....next older bitch fuck me I'm screaming out rape Idc 😂😂😭💯,mis,en,1,0,0,6005
6207,@HugginsDanna Wanna pull up this bitch panties rape her ass while she’s shouting trying to run away and finally I d… https://t.co/YjDLUie6fe,mis,en,1,1,1,6006
6208,you seem like the type to have a rape kink? — ummmm well ok bitch https://t.co/jASrWs51GP,mis,en,1,1,1,6007
6209,I cant fucking believe yall call this rape bitch wtf,mis,en,1,1,1,6008
6210,I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der.,mis,en,1,1,1,6009
6211,@France4Hillary I was going to 'like' this comment then saw your profile pic of a bitch who attacked rape victims o… https://t.co/1bTZrSbiCL,mis,en,1,1,0,6010
6212,I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her,mis,en,1,1,1,6011
6213,"@lexxynichelle So this bitch blocked me but check her pinned tweet out, she is accusing men of rape on tumblr with… https://t.co/bX0V5V7kQU",mis,en,1,1,0,6012
6214,"Remember, this the same bitch that was on FOX news saying rape culture was an attack on young men. Its her pussy be… https://t.co/BHvfpTMxyk",mis,en,1,1,0,6013
6215,If Superman were real rn I would make his bitch ass spin around the earth or threaten to rape Lois Lane lol I would go that far for cod lol,mis,en,1,1,1,6014
6216,Tryin to send that bitch back to her maker and if you got a daughter older than 15 I'ma rape her Take her... right there in front of you DMX,mis,en,1,1,1,6015
